Abu Dhabi,Emirate,United Arab Emirates,AE,24.080806015787974,53.24024844470273,177
Abu Dhabi,Emirate,United Arab Emirates,AE,24.080806015787974,54.28327679333463,177
Ajman,Emirate,United Arab Emirates,AE,25.381526801924508,55.670226195558826,25
Ajman,Emirate,United Arab Emirates,AE,25.381526801924508,55.759911438718646,25
Dubay,Emirate,United Arab Emirates,AE,24.952119889394595,55.40288799569671,40
Dubay,Emirate,United Arab Emirates,AE,24.952119889394595,55.79769260122716,40
Fujayrah,Emirate,United Arab Emirates,AE,25.079327355512035,56.16936508623165,25
Fujayrah,Emirate,United Arab Emirates,AE,25.433264486444706,56.169959885500084,25
Neutral Zone,Emirate,United Arab Emirates,AE,24.75473845093838,55.741055353409536,25
Neutral Zone,Emirate,United Arab Emirates,AE,24.75473845093838,55.85839380430539,25
Ras Al Khaymah,Emirate,United Arab Emirates,AE,25.063781980418597,56.01254467947269,27
Ras Al Khaymah,Emirate,United Arab Emirates,AE,25.551240539223457,56.013606685556226,27
Ras Al Khaymah,Emirate,United Arab Emirates,AE,25.83489303089026,56.014237487588105,27
Sharjah,Emirate,United Arab Emirates,AE,25.09910215630121,55.79006435246558,46
Sharjah,Emirate,United Arab Emirates,AE,25.09910215630121,55.925767404126425,46
Umm Al Qaywayn,Emirate,United Arab Emirates,AE,25.466871961535542,55.72182540007345,25
Alabama,State,United States,US,31.68484183750281,-86.74951960160205,164
Alabama,State,United States,US,33.51795700035296,-86.71406633789003,164
Alaska,State,United States,US,51.43410472097507,-178.8741065269405,25
Alaska,State,United States,US,51.88349358962784,-178.8713585113959,25
Alaska,State,United States,US,58.96024857104462,-159.41041642280928,500
Alaska,State,United States,US,58.382974997328105,-142.19923011021007,500
Alaska,State,United States,US,58.96024857104462,-138.7082511797297,500
Alaska,State,United States,US,67.77205464525015,-156.2117221522108,500
Alaska,State,United States,US,67.77205464525015,-141.90694545032818,500
Alaska,State,United States,US,63.36615160814739,-150.65868093656871,250.0
Arizona,State,United States,US,33.615696755951106,-112.04814866011375,257
Arizona,State,United States,US,34.656158611348644,-112.01399902291142,257
Arkansas,State,United States,US,34.73391991958734,-92.49969611383445,194
Arkansas,State,United States,US,34.73391991958734,-91.76286949895858,194
California,State,United States,US,36.27699731634697,-119.67471022000547,426
California,State,United States,US,38.07282957736961,-119.5608813152714,426
Colorado,State,United States,US,38.970877676544994,-106.48724660209052,223
Colorado,State,United States,US,38.970877676544994,-104.61553660103449,223
Connecticut,State,United States,US,41.512650737095996,-73.01097744110743,60
Connecticut,State,United States,US,41.512650737095996,-72.50698215361895,60
Delaware,State,United States,US,38.71494338337833,-75.424753196303,32
Delaware,State,United States,US,39.29142765286638,-75.42179265626048,32
Delaware,State,United States,US,39.55178500935352,-75.42042740191965,32
