event,time,tweet id,user id,screen name
js-activity-retweeted_media_tag,1509889552539,927168518981742593,49264202,inc_tharoorian
js-activity-favorite,1510040430472,927745241284689921,1611994614,nanjil tamilan
js-activity-retweeted_media_tag,1509699728806,926354954972930048,122959195,khushbusundar
js-activity-favorite,1509871510132,926892058136023040,4132521432,suki magan arumugam
js-activity-retweet,1509872880000,926850863343259650,877512150079746049,worldwide citizens
js-activity-retweeted_media_tag,1510114918533,928110855295664128,559356907,🇮🇳 جميل حُسن
js-activity-favorited_retweet,1510112210561,927910104166367232,0,
js-activity-favorite,1510109601423,928074046306099201,893507463315456001,dhandapani deeyes
js-activity-retweet,1509872880000,926850863343259650,537421374,ramar
js-activity-favorited_mention,1509952376756,927205455876653056,854647869755674625,withpchidambaram
js-activity-retweeted_media_tag,1510024893573,924176279984750592,892374337751195649,chandrasekar
js-activity-retweeted_mention,1509952292775,927205455876653056,923963323204464640,sarkarai
js-activity-retweet,1510040431000,927745241284689921,1611994614,nanjil tamilan
js-activity-retweet,1510040431000,927745241284689921,897816825718755328,benjaminaipc
js-activity-favorited_media_tag,1510122718124,928109810091835392,132150692,ashok kumar
js-activity-favorite,1510201433442,928123055951437824,706518025227272192,@with congress tn
js-activity-favorited_media_tag,1509700164282,926354954972930048,880364099837640708,sangameshwar king
js-activity-retweet,1510040431000,927745241284689921,2399172584,ben
js-activity-retweeted_media_tag,1510116751250,928110855295664128,623797509,rajesh
js-activity-favorited_media_tag,1509717389476,926447468136448000,2516190145,tn youth congress
js-activity-retweeted_media_tag,1509734445452,926354954972930048,919486674215649280,c.eswaramoorthi
js-activity-favorite,1509871510132,926892058136023040,94996739,kay.kay
js-activity-favorite,1510120105976,928074046306099201,919486674215649280,c.eswaramoorthi
js-activity-favorite,1510040430472,927745241284689921,731907297161691136,irfan  aziz
js-activity-favorited_retweet,1509966544566,927021177993707520,132150692,ashok kumar
js-activity-retweeted_media_tag,1509734445452,926354954972930048,2307132318,r.ramachandran
js-activity-retweet,1510040431000,927745241284689921,4132521432,suki magan arumugam
js-activity-retweet,1509872880000,926850863343259650,257769553,anand srinivasan
js-activity-favorited_media_tag,1510136048801,928110489107709952,2386390687,raghuveer singh
js-activity-follow,1510113448969,0,924674825473245184,senthil aks
js-activity-favorited_media_tag,1509791452592,926354954972930048,136757143,nishil
js-activity-favorited_media_tag,1509791452592,926354954972930048,917596951222169603,ps .karan
js-activity-retweet,1509871512000,926892058136023040,2909584105,vijay anand
js-activity-follow,1510044872162,0,927810451810828291,bhaktheeswaran
js-activity-favorited_media_tag,1509791452592,926354954972930048,1480656356,maria mike golda
js-activity-retweeted_mention,1509952292775,927205455876653056,4098979579,md sha
js-activity-retweeted_retweet,1510139318455,927490416177491969,906062503821549568,tamil nadu prof cong
js-activity-favorite,1510112212261,927907714629382144,537421374,ramar
js-activity-retweet,1510106165000,928074046306099201,2909584105,vijay anand
js-activity-favorite,1510040430472,927745241284689921,132150692,ashok kumar
js-activity-follow,1509878569269,0,1540288783,ibrahim patel
js-activity-follow,1509878569269,0,2834374682,true indian
js-activity-favorited_mention,1509952376756,927205455876653056,4098979579,md sha
js-activity-retweeted_media_tag,1510117318315,927982277706911744,1427126828,subrata sarkar
js-activity-favorite,1509871510132,926892058136023040,2909584105,vijay anand
js-activity-retweet,1509891581000,922523732433707009,919486674215649280,c.eswaramoorthi
js-activity-favorite,1509872883383,926850863343259650,132150692,ashok kumar
js-activity-favorite,1510188684787,928311414992678917,2909584105,vijay anand
js-activity-favorited_media_tag,1509901775745,927168518981742593,2805504026,supriya mehra
js-activity-retweeted_media_tag,1510115065752,928110097888305152,854647869755674625,withpchidambaram
js-activity-follow,1509693702971,0,841647797912793088,maruthi vikraman
js-activity-favorited_retweet,1509743000459,925924210500804611,132150692,ashok kumar
js-activity-favorite,1510040430472,927745241284689921,4132521432,suki magan arumugam
js-activity-retweet,1510068990000,927907714629382144,2909584105,vijay anand
js-activity-favorited_mention,1509952376756,927205455876653056,3298143318,k. vijayenthiramani
js-activity-retweet,1510040431000,927745241284689921,906062503821549568,tamil nadu prof cong
js-activity-favorite,1509871510132,926892058136023040,762326533260316672,mohankumar perunazhi
js-activity-favorite,1509871510132,926892058136023040,3390274633,k abdul hakeem
js-activity-favorite,1510112212261,927907714629382144,878491949434454017,🇮🇳manish🇮🇳
js-activity-reply,1510159930000,0,0,
js-activity-favorited_mention,1509952376756,927205455876653056,2960972918,thiruchitrambalam
js-activity-retweeted_media_tag,1509699728806,926354954972930048,909433523240566784,sheetal gadgil
js-activity-follow,1510153755427,0,903227276044582912,குமரேசன்சிங்ககுட்டிg
js-activity-follow,1509782557699,0,877563170394591232,madasamy mani
js-activity-retweet,1510040431000,927745241284689921,2909584105,vijay anand
js-activity-favorite,1510188684787,928311414992678917,131475489,m joshua ben michael
js-activity-favorited_media_tag,1509931881374,926447468136448000,921728710931128321,senthilvel
js-activity-favorited_retweet,1510188682119,928305377585664001,2909584105,vijay anand
js-activity-retweet,1509872880000,926850863343259650,138043119,mr.ktl
js-activity-favorited_mention,1509952376756,927205455876653056,729331054352449537,s h shankar
js-activity-retweeted_mention,1509952292775,927205455876653056,860913620753956864,sivasathyaraja
js-activity-follow,1509782557699,0,257769553,anand srinivasan
js-activity-retweeted_media_tag,1509729506437,926447468136448000,2909584105,vijay anand
js-activity-retweet,1510117553000,928123055951437824,4132521432,suki magan arumugam
js-activity-follow,1510044872162,0,892374337751195649,chandrasekar
js-activity-favorited_media_tag,1509774171307,926638517249122305,2918558594,balkar singh
js-activity-favorited_mention,1509952376756,927205455876653056,132150692,ashok kumar
js-activity-retweeted_media_tag,1510115015084,928110489107709952,213246586,thangarajan
js-activity-follow,1509782557699,0,31631011,subbakrishna rao
js-activity-follow,1509914833181,0,76169009,🇮🇳💖46
js-activity-favorited_media_tag,1510191940274,927871244094992384,882148548556369921,udumalai ravi
js-activity-retweeted_media_tag,1510116194474,928109810091835392,920995509254348801,change tamil nadu
js-activity-retweet,1510068990000,927907714629382144,906062503821549568,tamil nadu prof cong
js-activity-favorite,1510040430472,927745241284689921,537421374,ramar
js-activity-retweeted_media_tag,1510157469316,928293417091661826,49264202,inc_tharoorian
js-activity-favorited_media_tag,1509791452592,926354954972930048,925861377352355841,ajit sangada
js-activity-retweeted_media_tag,1510024893573,924176279984750592,918756667466047488,k paranthaman
js-activity-retweeted_mention,1509952292775,927205455876653056,88341381,ayoob
js-activity-favorite,1510112212261,927907714629382144,132150692,ashok kumar
js-activity-favorited_retweet,1510049340086,927164418365915137,2295856045,utrapathy t
js-activity-retweeted_media_tag,1510159787176,928110097888305152,2415692726,d.benin jackson
